age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class
46,2,503923,11,9,2,6,0,2,1,4386,0,40,38,1
46,2,120131,9,13,2,7,0,4,1,0,0,30,38,1
49,4,175622,9,13,2,9,0,4,1,0,0,40,38,1
44,2,138845,11,9,2,6,0,4,1,0,0,45,38,0
33,2,170336,11,9,2,0,5,3,0,0,0,19,38,0
52,1,182856,12,14,4,9,1,4,1,10520,0,45,38,1
24,2,314440,11,9,4,6,1,4,0,0,0,40,38,0
43,2,171841,9,13,2,11,0,4,1,0,0,40,38,1
35,2,361888,7,12,2,12,0,4,1,0,0,40,38,1
35,2,280966,9,13,4,11,1,4,1,0,0,40,38,0
49,2,250821,14,15,4,4,2,4,1,0,0,48,38,0
43,2,102180,12,14,2,9,0,4,1,0,0,40,38,1
40,2,168071,9,13,2,9,0,4,1,0,0,45,38,1
54,2,155737,9,13,0,11,1,4,0,8614,0,40,38,1
27,3,193868,11,9,4,11,1,4,1,0,0,50,38,0
46,1,124071,12,14,0,3,4,4,0,0,0,65,38,1
39,3,31709,15,10,2,0,5,4,0,0,0,20,38,1
43,2,156771,0,6,2,0,0,4,1,0,0,40,38,0
51,0,237819,9,13,2,9,0,4,1,0,0,50,38,1
46,1,327886,7,12,2,0,0,4,1,0,0,40,38,0
27,2,183523,9,13,4,9,1,4,1,0,0,45,38,0
26,2,192652,9,13,4,7,3,4,1,0,0,40,38,0
74,3,167537,15,10,2,3,0,4,1,0,0,35,38,1
63,0,31115,15,10,2,3,0,4,1,15024,0,40,38,1
41,2,244522,11,9,2,2,0,4,1,7688,0,42,38,1
29,4,104423,15,10,2,3,2,4,1,4386,0,45,38,1
35,2,151322,9,13,2,3,0,4,1,15024,0,55,38,1
44,1,188808,8,11,2,2,0,4,1,0,0,40,38,1
47,2,184579,15,10,2,12,0,4,1,0,0,60,38,0
27,2,364986,15,10,4,7,1,4,1,0,0,38,38,0
21,2,154192,11,9,2,5,0,4,1,0,0,40,38,0
60,1,227332,12,14,2,3,0,4,1,0,0,40,38,1
38,3,269318,15,10,2,3,0,4,1,7298,0,40,38,1
26,0,171928,8,11,4,2,3,4,1,0,0,50,23,0
26,2,244372,11,9,2,0,5,4,0,0,0,52,38,1
28,2,32510,11,9,2,0,5,4,0,0,0,15,38,0
47,3,206947,7,12,6,3,1,4,0,0,0,67,38,0
31,1,164243,11,9,2,10,0,4,1,0,0,55,38,1
21,2,182117,15,10,4,7,3,4,1,0,0,15,38,0
23,2,189468,8,11,2,6,3,4,0,0,0,30,38,0
28,2,301010,1,7,4,7,1,2,1,0,0,40,38,0
46,2,423222,9,13,2,3,0,4,1,7688,0,40,38,1
49,2,116927,9,13,2,11,0,4,1,0,0,60,38,0
19,2,229745,11,9,4,4,3,4,1,0,0,20,38,0
47,2,159399,14,15,2,9,0,4,1,0,0,55,38,1
26,1,208122,9,13,4,9,3,4,1,1055,0,40,38,0
28,1,134771,9,13,4,9,3,4,0,0,0,55,38,0
39,2,108293,11,9,4,0,4,4,0,0,0,40,38,0
28,2,193158,11,9,0,11,3,4,0,0,0,40,38,0
27,2,91189,11,9,4,0,3,4,1,0,0,40,38,0
52,4,40200,15,10,6,2,1,2,1,0,0,35,38,0
31,2,247328,6,5,2,6,0,4,1,3137,0,40,25,0
50,2,34067,8,11,2,3,0,4,1,0,0,50,38,1
42,2,37937,9,13,2,3,0,4,1,0,0,55,38,1
26,2,238768,11,9,2,6,0,4,1,0,0,60,38,0
55,4,141807,9,13,2,3,0,4,1,0,0,40,38,1
49,2,323798,15,10,0,3,1,4,1,3325,0,50,38,0
39,2,161295,7,12,0,0,4,4,0,0,0,40,38,1
46,2,153536,2,8,2,2,0,4,1,0,0,40,38,0
36,1,174640,8,11,4,10,1,2,0,0,0,60,38,1
42,2,76280,11,9,2,3,5,4,0,0,0,40,38,0
40,2,167725,11,9,0,6,1,4,1,0,0,40,38,0
30,2,183620,11,9,2,11,0,4,1,0,0,45,38,0
32,4,174789,9,13,2,9,0,4,1,0,0,50,38,1
40,0,121012,9,13,2,0,0,4,1,7298,0,48,38,1
55,2,213615,11,9,2,2,0,4,1,0,0,40,38,1
50,1,270221,15,10,0,0,3,4,1,0,0,43,38,1
27,2,279608,4,3,2,4,0,4,1,0,0,40,25,0
36,2,127809,11,9,5,7,4,2,0,0,0,30,38,0
43,2,180609,9,13,2,13,0,4,1,0,0,45,38,0
30,2,175931,11,9,2,2,0,4,1,0,0,40,38,0
55,1,135439,9,13,6,9,1,4,0,0,0,48,38,0
27,2,506436,15,10,0,11,4,4,0,0,0,40,28,0
33,2,29144,9,13,2,3,0,4,1,0,0,55,38,1
25,2,34965,15,10,4,11,2,4,1,0,0,40,38,0
38,2,29874,9,13,4,11,1,4,1,0,0,48,38,1
45,3,142719,9,13,2,3,0,4,1,0,0,40,38,1
42,1,182302,11,9,2,2,0,4,1,0,0,40,38,0
50,4,240612,9,13,0,9,1,4,0,0,0,60,38,0
36,1,237713,15,10,2,12,0,4,1,0,0,40,38,0
34,2,24361,14,15,4,9,1,4,0,10520,0,40,38,1
54,2,105638,6,5,2,2,0,4,1,0,0,40,38,0
37,2,115332,11,9,2,13,0,2,1,0,0,50,38,0
43,2,345789,9,13,2,9,5,4,0,15024,0,50,38,1
32,2,127384,8,11,2,2,0,4,1,0,0,55,38,1
32,2,209538,12,14,2,3,0,4,1,0,0,55,38,1
33,2,96480,8,11,2,9,5,4,0,7688,0,40,38,1
32,2,188245,1,7,4,8,4,2,0,0,0,40,38,0
37,0,187046,15,10,2,9,0,4,1,0,0,40,38,1
25,2,185942,12,14,4,9,3,4,0,0,0,40,38,1
18,2,194059,2,8,4,0,3,4,1,0,0,40,38,0
47,2,187969,1,7,0,7,1,4,0,0,0,38,38,0
49,2,193047,11,9,2,2,0,4,1,0,0,45,38,1
32,5,59083,11,9,2,3,0,4,1,0,0,60,38,1
50,2,201984,5,4,2,2,0,4,1,0,0,40,38,0
38,2,48093,11,9,2,5,0,4,1,0,0,40,38,0
29,2,227879,8,11,4,5,3,4,1,0,0,40,38,0
43,1,214242,15,10,2,2,0,4,1,0,0,40,38,1
18,2,192254,15,10,4,11,2,4,0,0,0,15,38,0
56,2,183169,11,9,4,0,3,4,0,0,0,35,38,0
46,1,207677,9,13,2,10,0,4,1,0,0,40,38,1
42,2,203393,9,13,2,2,5,2,0,0,0,35,38,1
64,2,240357,11,9,6,0,1,4,0,0,0,40,38,1
57,2,197642,15,10,6,7,1,4,0,0,0,40,38,0
54,2,198546,12,14,6,0,4,4,0,0,0,38,38,0
76,4,413699,5,4,2,4,0,4,1,0,0,28,38,0
30,2,295010,15,10,2,0,2,4,0,0,0,40,38,1
48,2,123681,15,10,2,13,0,4,1,0,0,40,38,1
66,2,127139,15,10,2,3,0,4,1,0,0,40,38,1
27,2,151382,5,4,0,6,4,4,1,0,974,40,38,0
52,2,147629,11,9,2,13,0,4,1,0,0,60,38,1
26,2,278916,15,10,5,5,3,2,1,0,0,20,38,0
26,2,293984,0,6,2,2,3,2,1,0,0,40,38,0
27,2,55390,15,10,4,4,3,4,1,0,0,45,38,0
47,2,151267,11,9,2,6,5,2,0,15024,0,40,38,1
41,2,120277,11,9,0,6,1,4,1,0,0,40,38,0
58,2,140363,11,9,0,6,1,4,1,3325,0,30,38,0
38,2,98360,12,14,2,9,0,4,1,0,0,40,38,1
38,2,60313,11,9,4,2,1,4,1,0,0,40,38,0
41,2,168293,12,14,0,3,4,4,0,0,0,45,38,0
26,2,333108,11,9,0,11,1,4,1,0,0,40,38,0
31,1,153005,9,13,2,9,0,4,1,0,0,40,38,1
41,2,265266,7,12,2,12,0,4,1,0,0,40,38,0
63,2,298113,15,10,0,7,1,4,1,0,0,40,38,0
59,2,108496,12,14,2,3,0,4,1,0,0,45,38,1
47,4,333052,9,13,0,3,1,4,0,0,0,5,38,0
41,4,120539,15,10,2,6,0,4,1,3103,0,40,38,1
23,2,195532,9,13,4,3,3,4,0,0,0,40,38,0
43,2,63503,9,13,2,9,0,4,1,0,0,40,38,1
55,2,104724,10,16,2,9,0,4,1,0,0,40,38,1
31,4,210164,11,9,2,3,0,4,1,0,0,40,38,1
23,2,199419,15,10,4,0,3,4,0,0,0,20,38,0
31,2,178623,9,13,4,9,1,2,0,14084,0,60,38,1
48,4,383384,11,9,2,2,0,4,1,0,0,40,38,1
31,1,33124,9,13,4,9,1,4,0,0,0,50,38,0
40,2,277647,15,10,2,0,0,4,1,0,0,35,38,1
34,2,410615,7,12,2,3,0,4,1,0,0,60,38,1
27,2,198197,9,13,4,12,1,4,1,0,0,45,38,0
28,2,110145,11,9,2,0,0,4,1,0,0,40,38,0
17,2,95079,1,7,4,11,3,4,0,0,0,15,38,0
45,2,137604,15,10,4,7,1,4,1,0,0,40,38,0
53,0,221791,11,9,0,2,1,2,1,0,0,40,38,0
61,3,148577,11,9,2,11,0,4,1,0,0,55,38,1
36,2,167482,15,10,2,2,0,4,1,0,0,40,38,1
24,5,413345,15,10,2,9,5,4,0,0,0,50,38,0
25,2,196771,11,9,4,5,1,4,1,0,0,65,38,0
35,2,183898,8,11,2,3,0,4,1,7298,0,50,38,1
35,0,49657,9,13,2,9,0,4,1,7298,0,40,38,1
24,2,145964,9,13,4,3,4,4,1,0,0,40,38,1
31,2,184307,15,10,2,3,0,4,1,0,0,50,22,1
19,2,266635,11,9,4,7,3,2,1,0,0,30,38,0
41,1,195897,12,14,2,9,0,4,1,0,0,60,38,0
38,1,37931,11,9,2,10,0,4,1,0,0,40,38,1
45,1,224474,9,13,0,9,4,4,0,4934,0,50,38,1
34,2,244147,11,9,2,7,0,4,1,0,0,40,38,1
25,2,32275,15,10,2,3,5,3,0,0,0,40,38,0
21,2,222490,8,11,4,0,3,4,0,0,0,40,38,0
30,2,202450,11,9,4,2,3,4,1,0,0,40,38,0
35,2,210310,11,9,2,11,0,4,1,0,0,55,38,1
42,2,87284,14,15,2,9,0,4,1,7298,0,35,38,1
70,3,46577,9,13,6,4,4,4,0,0,0,6,38,0
21,2,227986,11,9,4,6,4,4,0,0,0,40,38,0
28,2,140845,0,6,4,6,1,4,0,0,155,40,38,0
31,2,295099,15,10,0,12,3,2,0,0,0,40,38,0
33,2,341187,9,13,2,3,0,4,1,0,0,50,38,1
22,5,138513,9,13,4,9,1,4,1,0,0,15,38,0
41,2,253189,15,10,2,2,0,4,1,0,0,40,38,0
77,2,117898,9,13,2,3,0,4,1,0,0,50,38,1
26,2,78258,8,11,0,9,4,4,0,0,0,36,38,0
39,2,333305,15,10,2,11,5,4,0,0,0,45,38,1
49,2,177211,9,13,2,3,0,4,1,0,0,50,38,1
26,2,359854,9,13,4,8,2,4,0,0,0,35,25,0
68,3,182131,15,10,2,3,0,4,1,10605,0,20,38,1
62,4,271464,12,14,5,4,1,4,1,0,0,30,38,0
25,2,57635,8,11,2,11,5,4,0,0,0,42,38,1
60,5,198815,7,12,2,9,0,4,1,0,0,20,25,0
31,2,34572,9,13,2,11,0,4,1,0,0,55,38,0
30,2,347166,11,9,4,3,1,4,1,0,0,60,38,0
38,2,108947,11,9,0,6,1,4,1,2174,0,40,38,0
43,2,186188,15,10,0,0,4,4,0,0,0,40,38,0
32,4,291414,10,16,2,9,0,4,1,0,0,35,38,1
45,0,201127,15,10,2,9,0,4,1,0,0,56,38,1
22,2,117779,9,13,4,3,1,4,1,0,0,50,38,0
25,2,217006,1,7,2,6,0,4,1,0,0,40,38,0
37,2,146398,9,13,4,9,1,2,0,0,0,40,38,0
48,3,254291,9,13,2,3,0,4,1,7298,0,50,38,1
30,1,295737,11,9,2,9,0,4,1,0,0,40,38,0
46,1,183168,9,13,0,9,4,4,0,0,0,43,38,0
30,2,255885,15,10,2,11,0,4,1,0,0,50,38,0
30,2,149184,9,13,2,3,0,4,1,0,0,45,38,1
42,2,154374,12,14,2,2,0,4,1,0,0,55,38,1
37,2,34180,11,9,2,2,0,4,1,0,0,40,38,0
37,3,163998,7,12,2,11,0,4,1,0,0,50,38,1
37,2,203828,6,5,2,2,0,4,1,0,0,40,38,0
38,2,37028,15,10,0,11,4,4,0,0,0,38,38,0
63,1,150079,11,9,2,0,5,4,0,0,0,35,38,1
46,2,120131,9,13,2,3,0,4,1,3103,0,40,38,1
45,1,272792,12,14,2,9,5,2,0,0,0,50,38,1
28,2,421967,9,13,2,3,5,4,0,0,0,60,38,1
29,2,255187,15,10,4,12,4,2,0,0,0,40,38,0
49,4,155862,11,9,2,4,0,4,1,0,0,50,38,1
41,2,32878,9,13,2,9,0,4,1,0,0,45,38,1
46,4,225456,11,9,2,3,0,4,1,0,0,40,38,0
18,2,135924,15,10,4,0,3,4,1,0,0,40,38,0
35,2,361888,15,10,0,6,4,4,1,0,0,40,38,0
44,2,144925,15,10,0,6,1,4,1,3325,0,40,38,0
44,2,260761,11,9,2,2,0,4,1,0,0,40,38,1
72,0,94242,15,10,6,12,1,4,0,0,0,16,38,0
52,2,386397,9,13,2,3,0,4,1,0,0,45,38,1
53,2,346871,11,9,0,9,1,4,1,4787,0,46,38,1
49,0,35406,11,9,6,3,1,4,0,0,0,20,38,0
33,2,295589,9,13,4,9,1,2,1,0,0,50,38,1
19,2,43285,15,10,4,0,3,4,0,0,0,20,38,0
29,1,376302,8,11,2,12,5,4,0,0,0,35,26,1
46,1,297759,15,10,0,12,1,4,0,0,0,40,38,0
26,2,292692,2,8,4,2,1,4,1,0,0,40,25,0
62,2,122033,11,9,6,0,1,4,0,0,0,38,38,0
21,2,116489,15,10,4,9,3,4,0,0,0,40,38,0
37,4,120130,12,14,2,3,0,4,1,0,0,60,38,1
63,4,344128,9,13,2,11,0,4,1,0,0,50,38,1
36,2,29702,11,9,2,11,0,4,1,7688,0,40,38,1
45,2,142889,11,9,0,2,4,4,1,0,0,44,38,0
34,2,314646,6,5,2,2,0,4,1,0,0,40,38,0
24,2,184839,15,10,4,6,1,4,1,0,0,40,38,0
40,2,144778,11,9,2,3,0,4,1,0,0,50,38,1
49,3,101722,14,15,2,9,0,4,1,0,0,60,38,1
26,2,383306,2,8,2,2,0,4,1,0,0,40,38,0
53,4,317313,11,9,2,2,0,4,1,0,0,48,38,0
25,5,328697,15,10,0,10,2,4,1,0,0,45,38,0
35,2,238433,8,11,0,3,4,4,1,0,0,40,38,0
40,2,171424,11,9,0,13,1,4,1,0,0,40,38,0
36,2,163237,7,12,2,0,0,4,1,0,0,40,38,1
31,4,283587,11,9,2,3,0,4,1,0,0,50,38,1
20,0,147352,11,9,4,7,1,4,0,0,0,40,38,0
29,2,77322,11,9,4,7,1,4,0,0,0,32,38,0
29,2,133937,11,9,4,5,3,4,1,0,0,30,38,0
21,2,203894,8,11,4,0,3,4,0,0,0,40,38,0
24,2,85041,11,9,5,7,4,4,0,0,0,25,38,0
34,3,233727,9,13,2,3,0,4,1,0,0,50,38,1
36,2,176634,9,13,2,11,5,4,0,0,0,35,38,1
37,2,170174,11,9,2,3,0,4,1,0,0,46,38,1
61,4,176965,14,15,2,9,0,4,1,0,0,50,38,1
24,2,267706,15,10,4,2,3,4,0,0,0,45,38,0
50,2,154728,15,10,2,12,0,4,1,0,0,40,38,1
45,2,168598,2,8,2,0,5,2,0,3103,0,40,38,1
56,2,182273,11,9,2,6,0,4,1,0,0,40,38,0
42,2,173981,9,13,2,9,0,4,1,0,0,40,21,1
30,5,185590,9,13,4,3,3,4,0,0,0,40,38,0
43,2,102180,12,14,2,9,0,4,1,0,0,40,38,1
39,2,183279,9,13,2,11,0,4,1,7298,0,40,38,1
52,2,164135,11,9,2,3,0,4,1,0,0,50,38,1
65,1,188903,11,9,2,5,0,4,1,6418,0,45,38,1
43,2,124436,15,10,2,9,5,4,0,0,0,40,38,1
34,4,203051,11,9,3,2,1,4,1,0,0,50,38,1
38,2,186815,11,9,2,11,0,4,1,0,0,43,38,0
30,2,154297,0,6,4,6,4,2,0,0,0,40,38,0
42,2,155972,11,9,2,5,0,4,1,0,0,40,38,1
22,2,166371,15,10,4,2,3,4,1,0,0,40,38,0
22,2,335067,9,13,4,3,1,4,1,0,0,20,38,0
39,2,226374,0,6,0,7,4,2,0,0,0,40,38,0
73,1,232871,5,4,2,10,0,4,1,2228,0,10,38,0
22,2,107801,8,11,4,0,3,4,0,0,0,40,38,0
49,2,204629,9,13,2,11,0,4,1,0,0,40,38,1
53,2,346871,11,9,0,9,1,4,1,4787,0,46,38,1
43,2,111895,9,13,2,9,0,4,1,0,0,50,38,1
58,2,206814,9,13,2,0,0,4,1,7688,0,50,38,1
50,2,205803,10,16,2,9,0,4,1,0,0,40,38,1
59,2,105745,8,11,2,6,0,4,1,0,0,45,38,1
47,2,195978,11,9,2,2,0,4,1,0,0,40,38,1
51,2,196501,9,13,0,3,1,4,1,14084,0,50,38,1
34,2,410615,7,12,2,3,0,4,1,0,0,60,38,1
28,2,181776,9,13,4,7,1,4,0,0,0,50,38,0
54,2,202115,11,9,2,6,5,4,0,0,0,40,38,1
59,2,109015,15,10,4,9,1,4,0,0,0,38,38,1
32,2,208180,8,11,2,12,5,4,0,0,0,24,38,1
61,2,232308,0,6,2,6,0,4,1,0,0,40,38,0
32,2,172714,11,9,4,2,3,4,1,0,0,40,38,0
43,2,169628,9,13,4,11,4,2,0,0,0,35,38,1
47,2,264052,15,10,2,9,0,4,1,0,0,50,38,1
44,4,163985,14,15,2,9,0,4,1,0,0,32,38,1
40,2,202922,15,10,2,0,0,4,1,0,0,40,38,0
33,2,29144,9,13,2,3,0,4,1,0,0,55,38,1
39,2,230356,9,13,4,0,1,4,0,0,0,40,38,0
36,2,238802,11,9,2,6,0,4,1,0,0,48,38,1
20,2,237305,15,10,4,6,2,2,0,0,0,35,38,0
34,2,224358,0,6,4,7,4,2,0,0,0,40,38,0
45,2,331643,15,10,2,2,0,4,1,0,0,40,38,1
23,2,38707,15,10,2,13,0,4,1,0,0,60,38,1
57,2,204751,15,10,2,2,0,4,1,0,0,40,38,1
42,2,136419,11,9,2,2,0,4,1,0,0,50,38,1
39,2,174924,11,9,5,3,1,4,1,14344,0,40,38,1
36,2,172538,11,9,2,2,0,4,1,0,0,52,38,1
31,2,192900,15,10,4,7,1,4,1,0,0,40,38,0
22,2,188569,15,10,4,0,1,4,0,0,0,20,38,0
35,0,128608,9,13,4,3,3,4,1,0,0,40,38,0
39,2,255503,9,13,4,3,1,4,1,0,0,40,38,1
50,2,39590,11,9,2,4,0,4,1,0,0,48,38,1
32,2,364657,15,10,2,3,0,4,1,0,0,50,38,0
43,2,120277,9,13,4,9,3,4,1,0,0,45,38,0
32,2,123291,2,8,2,6,0,4,1,0,0,40,38,0
35,2,134367,7,12,0,0,4,4,0,0,0,40,38,0
29,4,102326,9,13,2,3,0,4,1,0,0,40,38,1
46,0,33794,9,13,2,12,0,4,1,3103,0,40,38,1
51,3,100029,10,16,2,9,0,4,1,15024,0,40,38,1
36,2,393673,7,12,2,3,5,4,0,0,0,50,38,1
24,2,97676,15,10,2,12,0,4,1,0,0,40,38,0
35,2,351772,9,13,2,3,0,4,1,15024,0,45,38,1
26,2,433906,7,12,4,7,1,4,1,0,0,40,38,0
35,1,162651,9,13,0,9,1,4,1,0,0,40,32,0
65,4,72776,5,4,4,4,1,4,1,2964,0,40,38,0
24,2,442274,11,9,4,3,3,4,1,0,0,40,38,0
43,2,43945,15,10,2,2,0,4,1,0,0,40,38,1
39,2,103456,9,13,2,0,0,4,1,0,0,45,38,1
37,2,67433,11,9,2,0,5,4,0,0,0,40,38,1
46,4,27847,11,9,2,2,0,4,1,0,0,48,38,1
33,2,182511,8,11,0,0,4,4,0,0,0,40,38,0
64,2,239450,15,10,2,11,0,4,1,0,0,40,38,0
18,2,318082,15,10,4,11,3,4,1,0,0,35,38,0
24,2,161092,15,10,2,0,0,4,1,7298,0,40,38,1
19,4,139278,11,9,4,11,3,4,1,0,0,20,38,0
42,2,356934,12,14,2,3,0,4,1,0,0,40,38,1
25,2,252752,15,10,4,13,1,4,0,0,0,45,38,0
19,2,236570,11,9,4,0,3,4,0,0,0,16,38,0
25,2,212311,15,10,4,0,4,2,0,0,0,40,38,0
63,4,130221,12,14,2,11,0,4,1,0,0,60,38,1
29,2,177413,11,9,2,6,0,4,1,0,0,40,38,1
26,2,34110,15,10,4,10,1,4,1,0,0,44,38,0
26,1,180957,12,14,4,9,1,4,1,0,0,50,38,0
42,2,251795,15,10,2,9,5,4,0,0,0,50,38,1
45,3,139268,11,9,2,11,0,4,1,0,0,50,38,1
41,2,101290,11,9,0,11,4,4,0,0,0,40,38,0
53,1,197054,12,14,2,9,0,4,1,0,0,40,38,1
38,2,215646,11,9,0,5,1,4,1,0,0,40,38,0
39,4,176900,11,9,2,7,0,4,1,0,0,50,38,1
46,2,375606,10,16,4,9,1,4,1,0,0,40,38,1
39,1,131239,12,14,2,9,0,4,1,0,0,40,38,0
44,1,188808,8,11,2,2,0,4,1,0,0,40,38,1
59,2,153484,15,10,2,2,0,4,1,0,0,40,38,1
51,3,183173,11,9,2,3,0,4,1,0,0,70,38,1
45,1,374450,11,9,2,13,5,4,0,5178,0,40,38,1
41,2,182370,7,12,0,2,3,4,1,0,0,40,38,0
43,2,194773,15,10,4,7,1,4,0,0,0,40,38,0
31,5,55849,15,10,4,2,1,4,1,0,0,40,38,0
43,2,339814,15,10,2,9,0,4,1,5178,0,40,38,1
38,1,140854,11,9,2,10,0,4,1,0,0,40,38,1
38,2,108140,12,14,2,9,0,4,1,0,0,50,38,1
61,2,190955,9,13,2,3,0,4,1,7688,0,40,38,1
43,2,241895,9,13,2,3,0,4,1,0,0,50,38,1
22,2,59184,7,12,4,0,1,4,1,0,0,45,38,0
54,2,256908,9,13,2,12,0,4,1,0,0,25,38,1
56,4,179594,11,9,2,3,0,4,1,0,0,48,38,0
70,3,225780,15,10,2,3,0,4,1,0,0,20,38,1
34,2,260560,9,13,2,3,0,4,1,0,0,50,38,1
32,1,247156,11,9,2,7,0,2,1,3103,0,38,38,1
42,3,202466,9,13,2,0,5,4,0,0,0,45,38,1
39,4,140752,11,9,2,11,0,4,1,0,0,50,38,1
39,2,185624,15,10,2,6,0,4,1,0,0,50,38,0
20,2,194228,15,10,2,11,0,4,1,0,0,40,38,0
62,2,244087,10,16,2,9,0,4,1,15024,0,50,38,1
38,2,189922,8,11,2,11,0,4,1,0,0,50,38,1
32,0,454508,9,13,2,3,0,4,1,0,0,40,38,0
43,4,116666,14,15,2,9,0,3,1,0,0,35,38,1
42,2,128354,9,13,2,0,5,4,0,0,0,40,38,1
47,2,34248,8,11,2,11,0,4,1,0,0,40,38,1
23,2,62339,9,13,4,9,3,4,1,0,0,40,38,0
45,2,228570,11,9,2,11,5,4,0,0,0,35,38,0
44,2,165346,12,14,2,3,0,4,1,0,0,40,38,1
39,2,166193,11,9,2,2,0,4,1,0,0,40,38,1
49,2,164200,15,10,2,9,0,4,1,0,0,40,38,0
20,2,56322,15,10,4,7,3,4,1,2176,0,25,38,0
47,4,132589,15,10,2,4,0,4,1,0,0,72,38,0
42,2,93770,11,9,2,6,5,4,0,0,0,40,38,1
26,2,102476,9,13,2,12,0,4,1,0,0,40,38,1
24,2,291578,11,9,2,11,0,4,1,0,0,50,38,0
36,4,67728,9,13,2,11,0,4,1,0,0,50,38,1
42,2,212894,9,13,2,11,0,4,1,0,0,70,38,1
42,2,136419,11,9,2,2,0,4,1,0,0,50,38,1
24,1,69640,15,10,4,10,1,4,1,0,0,40,38,0
58,2,125317,10,16,2,9,0,4,1,0,0,60,38,1
59,0,134153,9,13,2,0,0,2,1,7298,0,38,38,1
28,2,160510,15,10,2,0,0,4,1,0,0,50,38,1
62,1,136787,11,9,0,13,2,4,1,0,0,40,38,0
45,2,30690,5,4,4,7,1,4,1,0,0,10,38,0
31,1,164243,11,9,2,10,0,4,1,0,0,55,38,1
35,2,351772,9,13,2,3,0,4,1,15024,0,45,38,1
40,2,193882,8,11,4,6,3,4,1,0,0,40,38,0
44,0,38321,11,9,2,2,0,4,1,0,0,40,38,1
35,2,189102,11,9,2,3,0,4,1,0,0,55,38,1
44,2,225879,15,10,2,0,5,3,0,0,0,30,25,1
40,2,252392,4,3,2,7,0,4,1,0,0,40,25,0
18,2,293227,11,9,4,7,1,4,0,0,0,45,38,0
27,2,214858,0,6,2,2,2,4,1,0,0,55,38,0
52,2,158746,11,9,4,7,4,4,1,0,0,40,38,0
43,2,169031,11,9,2,6,0,4,1,0,0,40,38,0
28,3,167737,12,14,2,11,0,4,1,5178,0,40,38,1
40,2,339814,15,10,2,3,0,4,1,0,0,40,38,1
29,2,214858,9,13,2,11,0,4,1,0,0,40,38,1
42,2,199018,11,9,2,0,0,4,1,0,0,55,38,1
29,2,102875,1,7,2,5,3,2,1,0,0,20,38,0
39,2,168894,9,13,0,0,4,4,0,0,0,20,38,0
34,2,287315,15,10,2,3,0,4,1,0,0,55,38,1
32,2,244147,11,9,4,2,4,4,1,0,0,10,38,0
40,0,107584,9,13,2,2,0,4,1,0,0,40,38,1
28,2,362491,11,9,4,5,3,4,1,0,0,40,38,0
22,2,117606,9,13,4,11,3,4,0,0,0,8,38,0
48,2,203576,15,10,2,2,0,4,1,0,0,40,38,1
21,2,186648,0,6,5,6,3,4,1,0,0,40,38,0
46,3,192128,14,15,2,9,0,4,1,0,0,45,38,1
20,2,258430,15,10,4,7,3,4,0,0,0,19,38,0
55,2,98361,9,13,2,3,0,4,1,15024,0,55,38,1
49,3,306289,11,9,2,3,0,4,1,0,0,40,38,1
51,4,421132,15,10,2,2,0,4,1,0,0,40,38,0
27,2,81540,11,9,2,2,0,4,1,0,0,40,38,1
24,2,188274,7,12,4,9,3,4,1,0,0,40,38,0
44,0,316120,14,15,0,9,4,4,1,0,0,40,38,1
27,2,193898,11,9,0,2,1,4,1,0,0,50,38,0
49,2,97883,9,13,0,3,4,4,0,0,0,40,38,0
31,1,168740,11,9,2,10,0,2,1,0,0,40,38,1
58,4,301568,6,5,6,7,1,4,0,0,0,40,38,0
26,2,116991,11,9,2,2,0,4,1,0,0,40,38,1
31,2,227325,15,10,4,2,1,4,1,0,0,40,38,0
49,2,166809,9,13,0,3,4,4,0,0,0,40,38,1
59,2,340591,0,6,2,5,0,4,1,3942,0,40,38,0
44,2,377018,8,11,2,2,0,4,1,0,0,40,38,1
22,2,351952,15,10,4,0,3,4,0,0,0,38,38,0
51,2,57637,11,9,0,7,1,4,0,0,0,32,38,0
46,2,228372,9,13,0,11,4,4,1,0,0,40,38,1
41,2,58880,9,13,2,9,5,4,0,7688,0,10,38,1
32,2,209691,9,13,2,11,0,4,1,0,0,42,38,1
22,2,152328,15,10,4,4,1,4,1,0,0,40,38,0
31,1,446358,10,16,4,9,1,4,1,0,0,50,25,1
27,2,233421,15,10,4,0,3,4,1,0,0,20,38,0
77,4,145329,11,9,4,6,1,4,1,401,0,20,38,0
22,2,195532,9,13,4,9,1,4,0,8614,0,40,38,1
35,2,167140,9,13,2,9,0,4,1,5013,0,40,38,0
54,2,178530,9,13,2,3,0,4,1,0,0,60,38,1
34,4,345705,11,9,4,2,1,4,1,0,0,45,38,1
51,2,197189,11,9,2,3,0,4,1,0,0,40,38,0
44,2,172479,9,13,2,9,0,4,1,7688,0,40,38,1
49,2,234320,5,4,4,9,2,2,1,0,0,45,38,0
65,2,123965,9,13,6,7,1,4,0,0,0,40,38,0
41,2,297186,11,9,2,13,5,4,0,0,0,40,38,0
38,2,314890,15,10,4,7,1,4,1,0,0,46,38,0
42,0,177142,9,13,4,12,4,4,1,0,0,40,38,0
38,2,150057,11,9,4,5,1,4,1,0,0,40,38,0
37,1,188391,7,12,0,7,4,4,1,0,0,60,38,1
40,3,475322,9,13,5,2,3,4,1,0,0,50,38,0
